ID,x,y,z,wire_direction_x,wire_direction_y,wire_direction_z,halflength,type,sector,layer,layer_lim,sector_lim,num_neighbors
1,-2.62406,17.675,35,0,0,1,75,1,0,0,1,-1,3
2,-3.49874,17.17,35,0,0,1,75,1,0,0,1,0,4
3,-4.37343,16.665,35,0,0,1,75,1,0,0,1,0,4
4,-5.24811,16.16,35,0,0,1,75,1,0,0,1,0,4
5,-6.1228,15.655,35,0,0,1,75,1,0,0,1,0,4
6,-6.99749,15.15,35,0,0,1,75,1,0,0,1,0,4
7,-7.87217,14.645,35,0,0,1,75,1,0,0,1,0,4
8,-8.74686,14.14,35,0,0,1,75,1,0,0,1,0,4
9,-9.62154,13.635,35,0,0,1,75,1,0,0,1,0,4
10,-10.4962,13.13,35,0,0,1,75,1,0,0,1,0,4
11,-11.3709,12.625,35,0,0,1,75,1,0,0,1,0,4
12,-12.2456,12.12,35,0,0,1,75,1,0,0,1,0,4
13,-13.1203,11.615,35,0,0,1,75,1,0,0,1,0,4
14,-13.995,11.11,35,0,0,1,75,1,0,0,1,0,4
15,-14.8697,10.605,35,0,0,1,75,1,0,0,1,0,4
16,-15.7443,10.1,35,0,0,1,75,1,0,0,1,0,4
17,-16.619,9.595,35,0,0,1,75,1,0,0,1,1,5
18,-16.619,8.585,35,0,0,1,75,1,1,0,1,-1,4
19,-16.619,7.575,35,0,0,1,75,1,1,0,1,0,4
20,-16.619,6.565,35,0,0,1,75,1,1,0,1,0,4
21,-16.619,5.555,35,0,0,1,75,1,1,0,1,0,4
22,-16.619,4.545,35,0,0,1,75,1,1,0,1,0,4
23,-16.619,3.535,35,0,0,1,75,1,1,0,1,0,4
24,-16.619,2.525,35,0,0,1,75,1,1,0,1,0,4
25,-16.619,1.515,35,0,0,1,75,1,1,0,1,0,4
26,-16.619,0.505,35,0,0,1,75,1,1,0,1,0,4
27,-16.619,-0.505,35,0,0,1,75,1,1,0,1,0,4
28,-16.619,-1.515,35,0,0,1,75,1,1,0,1,0,4
29,-16.619,-2.525,35,0,0,1,75,1,1,0,1,0,4
30,-16.619,-3.535,35,0,0,1,75,1,1,0,1,0,4
31,-16.619,-4.545,35,0,0,1,75,1,1,0,1,0,4
32,-16.619,-5.555,35,0,0,1,75,1,1,0,1,0,4
33,-16.619,-6.565,35,0,0,1,75,1,1,0,1,0,4
34,-16.619,-7.575,35,0,0,1,75,1,1,0,1,0,4
35,-16.619,-8.585,35,0,0,1,75,1,1,0,1,1,4
36,-16.619,-9.595,35,0,0,1,75,1,2,0,1,-1,5
37,-15.7443,-10.1,35,0,0,1,75,1,2,0,1,0,4
38,-14.8697,-10.605,35,0,0,1,75,1,2,0,1,0,4
39,-13.995,-11.11,35,0,0,1,75,1,2,0,1,0,4
40,-13.1203,-11.615,35,0,0,1,75,1,2,0,1,0,4
41,-12.2456,-12.12,35,0,0,1,75,1,2,0,1,0,4
42,-11.3709,-12.625,35,0,0,1,75,1,2,0,1,0,4
43,-10.4962,-13.13,35,0,0,1,75,1,2,0,1,0,4
44,-9.62154,-13.635,35,0,0,1,75,1,2,0,1,0,4
45,-8.74686,-14.14,35,0,0,1,75,1,2,0,1,0,4
46,-7.87217,-14.645,35,0,0,1,75,1,2,0,1,0,4
47,-6.99749,-15.15,35,0,0,1,75,1,2,0,1,0,4
48,-6.1228,-15.655,35,0,0,1,75,1,2,0,1,0,4
49,-5.24811,-16.16,35,0,0,1,75,1,2,0,1,0,4
50,-4.37343,-16.665,35,0,0,1,75,1,2,0,1,0,4
51,-3.49874,-17.17,35,0,0,1,75,1,2,0,1,0,4
52,-2.62406,-17.675,35,0,0,1,75,1,2,0,1,1,3
53,2.62406,-17.675,35,0,0,1,75,1,3,0,1,-1,3
54,3.49874,-17.17,35,0,0,1,75,1,3,0,1,0,4
55,4.37343,-16.665,35,0,0,1,75,1,3,0,1,0,4
56,5.24811,-16.16,35,0,0,1,75,1,3,0,1,0,4
57,6.1228,-15.655,35,0,0,1,75,1,3,0,1,0,4
58,6.99749,-15.15,35,0,0,1,75,1,3,0,1,0,4
59,7.87217,-14.645,35,0,0,1,75,1,3,0,1,0,4
60,8.74686,-14.14,35,0,0,1,75,1,3,0,1,0,4
61,9.62154,-13.635,35,0,0,1,75,1,3,0,1,0,4
62,10.4962,-13.13,35,0,0,1,75,1,3,0,1,0,4
63,11.3709,-12.625,35,0,0,1,75,1,3,0,1,0,4
64,12.2456,-12.12,35,0,0,1,75,1,3,0,1,0,4
65,13.1203,-11.615,35,0,0,1,75,1,3,0,1,0,4
66,13.995,-11.11,35,0,0,1,75,1,3,0,1,0,4
67,14.8697,-10.605,35,0,0,1,75,1,3,0,1,0,4
68,15.7443,-10.1,35,0,0,1,75,1,3,0,1,0,4
69,16.619,-9.595,35,0,0,1,75,1,3,0,1,1,5
70,16.619,-8.585,35,0,0,1,75,1,4,0,1,-1,4
71,16.619,-7.575,35,0,0,1,75,1,4,0,1,0,4
72,16.619,-6.565,35,0,0,1,75,1,4,0,1,0,4
73,16.619,-5.555,35,0,0,1,75,1,4,0,1,0,4
74,16.619,-4.545,35,0,0,1,75,1,4,0,1,0,4
75,16.619,-3.535,35,0,0,1,75,1,4,0,1,0,4
76,16.619,-2.525,35,0,0,1,75,1,4,0,1,0,4
77,16.619,-1.515,35,0,0,1,75,1,4,0,1,0,4
78,16.619,-0.505,35,0,0,1,75,1,4,0,1,0,4
79,16.619,0.505,35,0,0,1,75,1,4,0,1,0,4
80,16.619,1.515,35,0,0,1,75,1,4,0,1,0,4
81,16.619,2.525,35,0,0,1,75,1,4,0,1,0,4
82,16.619,3.535,35,0,0,1,75,1,4,0,1,0,4
83,16.619,4.545,35,0,0,1,75,1,4,0,1,0,4
84,16.619,5.555,35,0,0,1,75,1,4,0,1,0,4
85,16.619,6.565,35,0,0,1,75,1,4,0,1,0,4
86,16.619,7.575,35,0,0,1,75,1,4,0,1,0,4
87,16.619,8.585,35,0,0,1,75,1,4,0,1,1,4
88,16.619,9.595,35,0,0,1,75,1,5,0,1,-1,5
89,15.7443,10.1,35,0,0,1,75,1,5,0,1,0,4
90,14.8697,10.605,35,0,0,1,75,1,5,0,1,0,4
91,13.995,11.11,35,0,0,1,75,1,5,0,1,0,4
92,13.1203,11.615,35,0,0,1,75,1,5,0,1,0,4
93,12.2456,12.12,35,0,0,1,75,1,5,0,1,0,4
94,11.3709,12.625,35,0,0,1,75,1,5,0,1,0,4
95,10.4962,13.13,35,0,0,1,75,1,5,0,1,0,4
96,9.62154,13.635,35,0,0,1,75,1,5,0,1,0,4
97,8.74686,14.14,35,0,0,1,75,1,5,0,1,0,4
98,7.87217,14.645,35,0,0,1,75,1,5,0,1,0,4
99,6.99749,15.15,35,0,0,1,75,1,5,0,1,0,4
100,6.1228,15.655,35,0,0,1,75,1,5,0,1,0,4
101,5.24811,16.16,35,0,0,1,75,1,5,0,1,0,4
102,4.37343,16.665,35,0,0,1,75,1,5,0,1,0,4
103,3.49874,17.17,35,0,0,1,75,1,5,0,1,0,4
104,2.62406,17.675,35,0,0,1,75,1,5,0,1,1,3
105,-2.62406,18.685,35,0,0,1,75,1,0,1,1,-1,4
106,-3.49874,18.18,35,0,0,1,75,1,0,1,0,0,6
107,-4.37343,17.675,35,0,0,1,75,1,0,1,0,0,6
108,-5.24811,17.17,35,0,0,1,75,1,0,1,0,0,6
109,-6.1228,16.665,35,0,0,1,75,1,0,1,0,0,6
110,-6.99749,16.16,35,0,0,1,75,1,0,1,0,0,6
111,-7.87217,15.655,35,0,0,1,75,1,0,1,0,0,6
112,-8.74686,15.15,35,0,0,1,75,1,0,1,0,0,6
113,-9.62154,14.645,35,0,0,1,75,1,0,1,0,0,6
114,-10.4962,14.14,35,0,0,1,75,1,0,1,0,0,6
115,-11.3709,13.635,35,0,0,1,75,1,0,1,0,0,6
116,-12.2456,13.13,35,0,0,1,75,1,0,1,0,0,6
117,-13.1203,12.625,35,0,0,1,75,1,0,1,0,0,6
118,-13.995,12.12,35,0,0,1,75,1,0,1,0,0,6
119,-14.8697,11.615,35,0,0,1,75,1,0,1,0,0,6
120,-15.7443,11.11,35,0,0,1,75,1,0,1,0,0,6
121,-16.619,10.605,35,0,0,1,75,1,0,1,0,0,6
122,-17.4937,10.1,35,0,0,1,75,1,0,1,0,1,6
123,-17.4937,9.09,35,0,0,1,75,1,1,1,0,-1,6
124,-17.4937,8.08,35,0,0,1,75,1,1,1,0,0,6
125,-17.4937,7.07,35,0,0,1,75,1,1,1,0,0,6
126,-17.4937,6.06,35,0,0,1,75,1,1,1,0,0,6
127,-17.4937,5.05,35,0,0,1,75,1,1,1,0,0,6
128,-17.4937,4.04,35,0,0,1,75,1,1,1,0,0,6
129,-17.4937,3.03,35,0,0,1,75,1,1,1,0,0,6
130,-17.4937,2.02,35,0,0,1,75,1,1,1,0,0,6
131,-17.4937,1.01,35,0,0,1,75,1,1,1,0,0,6
132,-17.4937,0,35,0,0,1,75,1,1,1,0,0,6
133,-17.4937,-1.01,35,0,0,1,75,1,1,1,0,0,6
134,-17.4937,-2.02,35,0,0,1,75,1,1,1,0,0,6
135,-17.4937,-3.03,35,0,0,1,75,1,1,1,0,0,6
136,-17.4937,-4.04,35,0,0,1,75,1,1,1,0,0,6
137,-17.4937,-5.05,35,0,0,1,75,1,1,1,0,0,6
138,-17.4937,-6.06,35,0,0,1,75,1,1,1,0,0,6
139,-17.4937,-7.07,35,0,0,1,75,1,1,1,0,0,6
140,-17.4937,-8.08,35,0,0,1,75,1,1,1,0,0,6
141,-17.4937,-9.09,35,0,0,1,75,1,1,1,0,1,6
142,-17.4937,-10.1,35,0,0,1,75,1,2,1,0,-1,6
143,-16.619,-10.605,35,0,0,1,75,1,2,1,0,0,6
144,-15.7443,-11.11,35,0,0,1,75,1,2,1,0,0,6
145,-14.8697,-11.615,35,0,0,1,75,1,2,1,0,0,6
146,-13.995,-12.12,35,0,0,1,75,1,2,1,0,0,6
147,-13.1203,-12.625,35,0,0,1,75,1,2,1,0,0,6
148,-12.2456,-13.13,35,0,0,1,75,1,2,1,0,0,6
149,-11.3709,-13.635,35,0,0,1,75,1,2,1,0,0,6
150,-10.4962,-14.14,35,0,0,1,75,1,2,1,0,0,6
151,-9.62154,-14.645,35,0,0,1,75,1,2,1,0,0,6
152,-8.74686,-15.15,35,0,0,1,75,1,2,1,0,0,6
153,-7.87217,-15.655,35,0,0,1,75,1,2,1,0,0,6
154,-6.99749,-16.16,35,0,0,1,75,1,2,1,0,0,6
155,-6.1228,-16.665,35,0,0,1,75,1,2,1,0,0,6
156,-5.24811,-17.17,35,0,0,1,75,1,2,1,0,0,6
157,-4.37343,-17.675,35,0,0,1,75,1,2,1,0,0,6
158,-3.49874,-18.18,35,0,0,1,75,1,2,1,0,0,6
159,-2.62406,-18.685,35,0,0,1,75,1,2,1,1,1,4
160,2.62406,-18.685,35,0,0,1,75,1,3,1,1,-1,4
161,3.49874,-18.18,35,0,0,1,75,1,3,1,0,0,6
162,4.37343,-17.675,35,0,0,1,75,1,3,1,0,0,6
163,5.24811,-17.17,35,0,0,1,75,1,3,1,0,0,6
164,6.1228,-16.665,35,0,0,1,75,1,3,1,0,0,6
165,6.99749,-16.16,35,0,0,1,75,1,3,1,0,0,6
166,7.87217,-15.655,35,0,0,1,75,1,3,1,0,0,6
167,8.74686,-15.15,35,0,0,1,75,1,3,1,0,0,6
168,9.62154,-14.645,35,0,0,1,75,1,3,1,0,0,6
169,10.4962,-14.14,35,0,0,1,75,1,3,1,0,0,6
170,11.3709,-13.635,35,0,0,1,75,1,3,1,0,0,6
171,12.2456,-13.13,35,0,0,1,75,1,3,1,0,0,6
172,13.1203,-12.625,35,0,0,1,75,1,3,1,0,0,6
173,13.995,-12.12,35,0,0,1,75,1,3,1,0,0,6
174,14.8697,-11.615,35,0,0,1,75,1,3,1,0,0,6
175,15.7443,-11.11,35,0,0,1,75,1,3,1,0,0,6
176,16.619,-10.605,35,0,0,1,75,1,3,1,0,0,6
177,17.4937,-10.1,35,0,0,1,75,1,3,1,0,1,6
178,17.4937,-9.09,35,0,0,1,75,1,4,1,0,-1,6
179,17.4937,-8.08,35,0,0,1,75,1,4,1,0,0,6
180,17.4937,-7.07,35,0,0,1,75,1,4,1,0,0,6
181,17.4937,-6.06,35,0,0,1,75,1,4,1,0,0,6
182,17.4937,-5.05,35,0,0,1,75,1,4,1,0,0,6
183,17.4937,-4.04,35,0,0,1,75,1,4,1,0,0,6
184,17.4937,-3.03,35,0,0,1,75,1,4,1,0,0,6
185,17.4937,-2.02,35,0,0,1,75,1,4,1,0,0,6
186,17.4937,-1.01,35,0,0,1,75,1,4,1,0,0,6
187,17.4937,0,35,0,0,1,75,1,4,1,0,0,6
188,17.4937,1.01,35,0,0,1,75,1,4,1,0,0,6
189,17.4937,2.02,35,0,0,1,75,1,4,1,0,0,6
190,17.4937,3.03,35,0,0,1,75,1,4,1,0,0,6
191,17.4937,4.04,35,0,0,1,75,1,4,1,0,0,6
192,17.4937,5.05,35,0,0,1,75,1,4,1,0,0,6
193,17.4937,6.06,35,0,0,1,75,1,4,1,0,0,6
194,17.4937,7.07,35,0,0,1,75,1,4,1,0,0,6
195,17.4937,8.08,35,0,0,1,75,1,4,1,0,0,6
196,17.4937,9.09,35,0,0,1,75,1,4,1,0,1,6
197,17.4937,10.1,35,0,0,1,75,1,5,1,0,-1,6
198,16.619,10.605,35,0,0,1,75,1,5,1,0,0,6
199,15.7443,11.11,35,0,0,1,75,1,5,1,0,0,6
200,14.8697,11.615,35,0,0,1,75,1,5,1,0,0,6
201,13.995,12.12,35,0,0,1,75,1,5,1,0,0,6
202,13.1203,12.625,35,0,0,1,75,1,5,1,0,0,6
203,12.2456,13.13,35,0,0,1,75,1,5,1,0,0,6
204,11.3709,13.635,35,0,0,1,75,1,5,1,0,0,6
205,10.4962,14.14,35,0,0,1,75,1,5,1,0,0,6
206,9.62154,14.645,35,0,0,1,75,1,5,1,0,0,6
207,8.74686,15.15,35,0,0,1,75,1,5,1,0,0,6
208,7.87217,15.655,35,0,0,1,75,1,5,1,0,0,6
209,6.99749,16.16,35,0,0,1,75,1,5,1,0,0,6
210,6.1228,16.665,35,0,0,1,75,1,5,1,0,0,6
211,5.24811,17.17,35,0,0,1,75,1,5,1,0,0,6
212,4.37343,17.675,35,0,0,1,75,1,5,1,0,0,6
213,3.49874,18.18,35,0,0,1,75,1,5,1,0,0,6
214,2.62406,18.685,35,0,0,1,75,1,5,1,1,1,4
215,-2.62406,19.695,35,0,0,1,75,1,0,2,1,-1,4
216,-3.49874,19.19,35,0,0,1,75,1,0,2,0,0,6
217,-4.37343,18.685,35,0,0,1,75,1,0,2,0,0,6
218,-5.24811,18.18,35,0,0,1,75,1,0,2,0,0,6
219,-6.1228,17.675,35,0,0,1,75,1,0,2,0,0,6
220,-6.99749,17.17,35,0,0,1,75,1,0,2,0,0,6
221,-7.87217,16.665,35,0,0,1,75,1,0,2,0,0,6
222,-8.74686,16.16,35,0,0,1,75,1,0,2,0,0,6
223,-9.62154,15.655,35,0,0,1,75,1,0,2,0,0,6
224,-10.4962,15.15,35,0,0,1,75,1,0,2,0,0,6
225,-11.3709,14.645,35,0,0,1,75,1,0,2,0,0,6
226,-12.2456,14.14,35,0,0,1,75,1,0,2,0,0,6
227,-13.1203,13.635,35,0,0,1,75,1,0,2,0,0,6
228,-13.995,13.13,35,0,0,1,75,1,0,2,0,0,6
229,-14.8697,12.625,35,0,0,1,75,1,0,2,0,0,6
230,-15.7443,12.12,35,0,0,1,75,1,0,2,0,0,6
231,-16.619,11.615,35,0,0,1,75,1,0,2,0,0,6
232,-17.4937,11.11,35,0,0,1,75,1,0,2,0,0,6
233,-18.3684,10.605,35,0,0,1,75,1,0,2,0,1,6
234,-18.3684,9.595,35,0,0,1,75,1,1,2,0,-1,6
235,-18.3684,8.585,35,0,0,1,75,1,1,2,0,0,6
236,-18.3684,7.575,35,0,0,1,75,1,1,2,0,0,6
237,-18.3684,6.565,35,0,0,1,75,1,1,2,0,0,6
238,-18.3684,5.555,35,0,0,1,75,1,1,2,0,0,6
239,-18.3684,4.545,35,0,0,1,75,1,1,2,0,0,6
240,-18.3684,3.535,35,0,0,1,75,1,1,2,0,0,6
241,-18.3684,2.525,35,0,0,1,75,1,1,2,0,0,6
242,-18.3684,1.515,35,0,0,1,75,1,1,2,0,0,6
243,-18.3684,0.505,35,0,0,1,75,1,1,2,0,0,6
244,-18.3684,-0.505,35,0,0,1,75,1,1,2,0,0,6
245,-18.3684,-1.515,35,0,0,1,75,1,1,2,0,0,6
246,-18.3684,-2.525,35,0,0,1,75,1,1,2,0,0,6
247,-18.3684,-3.535,35,0,0,1,75,1,1,2,0,0,6
248,-18.3684,-4.545,35,0,0,1,75,1,1,2,0,0,6
249,-18.3684,-5.555,35,0,0,1,75,1,1,2,0,0,6
250,-18.3684,-6.565,35,0,0,1,75,1,1,2,0,0,6
251,-18.3684,-7.575,35,0,0,1,75,1,1,2,0,0,6
252,-18.3684,-8.585,35,0,0,1,75,1,1,2,0,0,6
253,-18.3684,-9.595,35,0,0,1,75,1,1,2,0,1,6
254,-18.3684,-10.605,35,0,0,1,75,1,2,2,0,-1,6
255,-17.4937,-11.11,35,0,0,1,75,1,2,2,0,0,6
256,-16.619,-11.615,35,0,0,1,75,1,2,2,0,0,6
257,-15.7443,-12.12,35,0,0,1,75,1,2,2,0,0,6
258,-14.8697,-12.625,35,0,0,1,75,1,2,2,0,0,6
259,-13.995,-13.13,35,0,0,1,75,1,2,2,0,0,6
260,-13.1203,-13.635,35,0,0,1,75,1,2,2,0,0,6
261,-12.2456,-14.14,35,0,0,1,75,1,2,2,0,0,6
262,-11.3709,-14.645,35,0,0,1,75,1,2,2,0,0,6
263,-10.4962,-15.15,35,0,0,1,75,1,2,2,0,0,6
264,-9.62154,-15.655,35,0,0,1,75,1,2,2,0,0,6
265,-8.74686,-16.16,35,0,0,1,75,1,2,2,0,0,6
266,-7.87217,-16.665,35,0,0,1,75,1,2,2,0,0,6
267,-6.99749,-17.17,35,0,0,1,75,1,2,2,0,0,6
268,-6.1228,-17.675,35,0,0,1,75,1,2,2,0,0,6
269,-5.24811,-18.18,35,0,0,1,75,1,2,2,0,0,6
270,-4.37343,-18.685,35,0,0,1,75,1,2,2,0,0,6
271,-3.49874,-19.19,35,0,0,1,75,1,2,2,0,0,6
272,-2.62406,-19.695,35,0,0,1,75,1,2,2,1,1,4
273,2.62406,-19.695,35,0,0,1,75,1,3,2,1,-1,4
274,3.49874,-19.19,35,0,0,1,75,1,3,2,0,0,6
275,4.37343,-18.685,35,0,0,1,75,1,3,2,0,0,6
276,5.24811,-18.18,35,0,0,1,75,1,3,2,0,0,6
277,6.1228,-17.675,35,0,0,1,75,1,3,2,0,0,6
278,6.99749,-17.17,35,0,0,1,75,1,3,2,0,0,6
279,7.87217,-16.665,35,0,0,1,75,1,3,2,0,0,6
280,8.74686,-16.16,35,0,0,1,75,1,3,2,0,0,6
281,9.62154,-15.655,35,0,0,1,75,1,3,2,0,0,6
282,10.4962,-15.15,35,0,0,1,75,1,3,2,0,0,6
283,11.3709,-14.645,35,0,0,1,75,1,3,2,0,0,6
284,12.2456,-14.14,35,0,0,1,75,1,3,2,0,0,6
285,13.1203,-13.635,35,0,0,1,75,1,3,2,0,0,6
286,13.995,-13.13,35,0,0,1,75,1,3,2,0,0,6
287,14.8697,-12.625,35,0,0,1,75,1,3,2,0,0,6
288,15.7443,-12.12,35,0,0,1,75,1,3,2,0,0,6
289,16.619,-11.615,35,0,0,1,75,1,3,2,0,0,6
290,17.4937,-11.11,35,0,0,1,75,1,3,2,0,0,6
291,18.3684,-10.605,35,0,0,1,75,1,3,2,0,1,6
292,18.3684,-9.595,35,0,0,1,75,1,4,2,0,-1,6
293,18.3684,-8.585,35,0,0,1,75,1,4,2,0,0,6
294,18.3684,-7.575,35,0,0,1,75,1,4,2,0,0,6
295,18.3684,-6.565,35,0,0,1,75,1,4,2,0,0,6
296,18.3684,-5.555,35,0,0,1,75,1,4,2,0,0,6
297,18.3684,-4.545,35,0,0,1,75,1,4,2,0,0,6
298,18.3684,-3.535,35,0,0,1,75,1,4,2,0,0,6
299,18.3684,-2.525,35,0,0,1,75,1,4,2,0,0,6
300,18.3684,-1.515,35,0,0,1,75,1,4,2,0,0,6
301,18.3684,-0.505,35,0,0,1,75,1,4,2,0,0,6
302,18.3684,0.505,35,0,0,1,75,1,4,2,0,0,6
303,18.3684,1.515,35,0,0,1,75,1,4,2,0,0,6
304,18.3684,2.525,35,0,0,1,75,1,4,2,0,0,6
305,18.3684,3.535,35,0,0,1,75,1,4,2,0,0,6
306,18.3684,4.545,35,0,0,1,75,1,4,2,0,0,6
307,18.3684,5.555,35,0,0,1,75,1,4,2,0,0,6
308,18.3684,6.565,35,0,0,1,75,1,4,2,0,0,6
309,18.3684,7.575,35,0,0,1,75,1,4,2,0,0,6
310,18.3684,8.585,35,0,0,1,75,1,4,2,0,0,6
311,18.3684,9.595,35,0,0,1,75,1,4,2,0,1,6
312,18.3684,10.605,35,0,0,1,75,1,5,2,0,-1,6
313,17.4937,11.11,35,0,0,1,75,1,5,2,0,0,6
314,16.619,11.615,35,0,0,1,75,1,5,2,0,0,6
315,15.7443,12.12,35,0,0,1,75,1,5,2,0,0,6
316,14.8697,12.625,35,0,0,1,75,1,5,2,0,0,6
317,13.995,13.13,35,0,0,1,75,1,5,2,0,0,6
318,13.1203,13.635,35,0,0,1,75,1,5,2,0,0,6
319,12.2456,14.14,35,0,0,1,75,1,5,2,0,0,6
320,11.3709,14.645,35,0,0,1,75,1,5,2,0,0,6
321,10.4962,15.15,35,0,0,1,75,1,5,2,0,0,6
322,9.62154,15.655,35,0,0,1,75,1,5,2,0,0,6
323,8.74686,16.16,35,0,0,1,75,1,5,2,0,0,6
324,7.87217,16.665,35,0,0,1,75,1,5,2,0,0,6
325,6.99749,17.17,35,0,0,1,75,1,5,2,0,0,6
326,6.1228,17.675,35,0,0,1,75,1,5,2,0,0,6
327,5.24811,18.18,35,0,0,1,75,1,5,2,0,0,6
328,4.37343,18.685,35,0,0,1,75,1,5,2,0,0,6
329,3.49874,19.19,35,0,0,1,75,1,5,2,0,0,6
330,2.62406,19.695,35,0,0,1,75,1,5,2,1,1,4
331,-2.62406,20.705,35,0,0,1,75,1,0,3,1,-1,4
332,-3.49874,20.2,35,0,0,1,75,1,0,3,0,0,6
333,-4.37343,19.695,35,0,0,1,75,1,0,3,0,0,6
334,-5.24811,19.19,35,0,0,1,75,1,0,3,0,0,6
335,-6.1228,18.685,35,0,0,1,75,1,0,3,0,0,6
336,-6.99749,18.18,35,0,0,1,75,1,0,3,0,0,6
337,-7.87217,17.675,35,0,0,1,75,1,0,3,0,0,6
338,-8.74686,17.17,35,0,0,1,75,1,0,3,0,0,6
339,-9.62154,16.665,35,0,0,1,75,1,0,3,0,0,6
340,-10.4962,16.16,35,0,0,1,75,1,0,3,0,0,6
341,-11.3709,15.655,35,0,0,1,75,1,0,3,0,0,6
342,-12.2456,15.15,35,0,0,1,75,1,0,3,0,0,6
343,-13.1203,14.645,35,0,0,1,75,1,0,3,0,0,6
344,-13.995,14.14,35,0,0,1,75,1,0,3,0,0,6
345,-14.8697,13.635,35,0,0,1,75,1,0,3,0,0,6
346,-15.7443,13.13,35,0,0,1,75,1,0,3,0,0,6
347,-16.619,12.625,35,0,0,1,75,1,0,3,0,0,6
348,-17.4937,12.12,35,0,0,1,75,1,0,3,0,0,6
349,-18.3684,11.615,35,0,0,1,75,1,0,3,0,0,6
350,-19.2431,11.11,35,0,0,1,75,1,0,3,0,1,6
351,-19.2431,10.1,35,0,0,1,75,1,1,3,0,-1,6
352,-19.2431,9.09,35,0,0,1,75,1,1,3,0,0,6
353,-19.2431,8.08,35,0,0,1,75,1,1,3,0,0,6
354,-19.2431,7.07,35,0,0,1,75,1,1,3,0,0,6
355,-19.2431,6.06,35,0,0,1,75,1,1,3,0,0,6
356,-19.2431,5.05,35,0,0,1,75,1,1,3,0,0,6
357,-19.2431,4.04,35,0,0,1,75,1,1,3,0,0,6
358,-19.2431,3.03,35,0,0,1,75,1,1,3,0,0,6
359,-19.2431,2.02,35,0,0,1,75,1,1,3,0,0,6
360,-19.2431,1.01,35,0,0,1,75,1,1,3,0,0,6
361,-19.2431,0,35,0,0,1,75,1,1,3,0,0,6
362,-19.2431,-1.01,35,0,0,1,75,1,1,3,0,0,6
363,-19.2431,-2.02,35,0,0,1,75,1,1,3,0,0,6
364,-19.2431,-3.03,35,0,0,1,75,1,1,3,0,0,6
365,-19.2431,-4.04,35,0,0,1,75,1,1,3,0,0,6
366,-19.2431,-5.05,35,0,0,1,75,1,1,3,0,0,6
367,-19.2431,-6.06,35,0,0,1,75,1,1,3,0,0,6
368,-19.2431,-7.07,35,0,0,1,75,1,1,3,0,0,6
369,-19.2431,-8.08,35,0,0,1,75,1,1,3,0,0,6
370,-19.2431,-9.09,35,0,0,1,75,1,1,3,0,0,6
371,-19.2431,-10.1,35,0,0,1,75,1,1,3,0,1,6
372,-19.2431,-11.11,35,0,0,1,75,1,2,3,0,-1,6
373,-18.3684,-11.615,35,0,0,1,75,1,2,3,0,0,6
374,-17.4937,-12.12,35,0,0,1,75,1,2,3,0,0,6
375,-16.619,-12.625,35,0,0,1,75,1,2,3,0,0,6
376,-15.7443,-13.13,35,0,0,1,75,1,2,3,0,0,6
377,-14.8697,-13.635,35,0,0,1,75,1,2,3,0,0,6
378,-13.995,-14.14,35,0,0,1,75,1,2,3,0,0,6
379,-13.1203,-14.645,35,0,0,1,75,1,2,3,0,0,6
380,-12.2456,-15.15,35,0,0,1,75,1,2,3,0,0,6
381,-11.3709,-15.655,35,0,0,1,75,1,2,3,0,0,6
382,-10.4962,-16.16,35,0,0,1,75,1,2,3,0,0,6
383,-9.62154,-16.665,35,0,0,1,75,1,2,3,0,0,6
384,-8.74686,-17.17,35,0,0,1,75,1,2,3,0,0,6
385,-7.87217,-17.675,35,0,0,1,75,1,2,3,0,0,6
386,-6.99749,-18.18,35,0,0,1,75,1,2,3,0,0,6
387,-6.1228,-18.685,35,0,0,1,75,1,2,3,0,0,6
388,-5.24811,-19.19,35,0,0,1,75,1,2,3,0,0,6
389,-4.37343,-19.695,35,0,0,1,75,1,2,3,0,0,6
390,-3.49874,-20.2,35,0,0,1,75,1,2,3,0,0,6
391,-2.62406,-20.705,35,0,0,1,75,1,2,3,1,1,4
392,2.62406,-20.705,35,0,0,1,75,1,3,3,1,-1,4
393,3.49874,-20.2,35,0,0,1,75,1,3,3,0,0,6
394,4.37343,-19.695,35,0,0,1,75,1,3,3,0,0,6
395,5.24811,-19.19,35,0,0,1,75,1,3,3,0,0,6
396,6.1228,-18.685,35,0,0,1,75,1,3,3,0,0,6
397,6.99749,-18.18,35,0,0,1,75,1,3,3,0,0,6
398,7.87217,-17.675,35,0,0,1,75,1,3,3,0,0,6
399,8.74686,-17.17,35,0,0,1,75,1,3,3,0,0,6
400,9.62154,-16.665,35,0,0,1,75,1,3,3,0,0,6
401,10.4962,-16.16,35,0,0,1,75,1,3,3,0,0,6
402,11.3709,-15.655,35,0,0,1,75,1,3,3,0,0,6
403,12.2456,-15.15,35,0,0,1,75,1,3,3,0,0,6
404,13.1203,-14.645,35,0,0,1,75,1,3,3,0,0,6
405,13.995,-14.14,35,0,0,1,75,1,3,3,0,0,6
406,14.8697,-13.635,35,0,0,1,75,1,3,3,0,0,6
407,15.7443,-13.13,35,0,0,1,75,1,3,3,0,0,6
408,16.619,-12.625,35,0,0,1,75,1,3,3,0,0,6
409,17.4937,-12.12,35,0,0,1,75,1,3,3,0,0,6
410,18.3684,-11.615,35,0,0,1,75,1,3,3,0,0,6
